feature,predicted_rank
bert.encoder.layer.0.attention.output.dense,21.94659805297852
bert.encoder.layer.1.attention.self.value,21.78338050842285
bert.encoder.layer.1.attention.output.dense,21.5040283203125
bert.encoder.layer.2.attention.self.value,21.428674697875977
bert.encoder.layer.0.output.LayerNorm,21.00532913208008
bert.encoder.layer.2.attention.output.dense,20.80559539794922
bert.encoder.layer.11.output.LayerNorm,17.559667587280273
bert.embeddings.position_embeddings,10.076251029968262
bert.encoder.layer.0.attention.output.LayerNorm.bias,9.130654335021973
cls.predictions.transform.LayerNorm.bias,8.601691246032715
bert.encoder.layer.0.attention.self.query.bias,7.780596256256103
bert.encoder.layer.5.intermediate.dense.bias,6.765488624572754
bert.encoder.layer.4.intermediate.dense.bias,6.676203727722168
bert.encoder.layer.6.intermediate.dense.bias,6.645859718322754
bert.encoder.layer.7.intermediate.dense.bias,6.632936954498291
bert.encoder.layer.0.intermediate.dense.bias,6.587801933288574
bert.encoder.layer.2.intermediate.dense.bias,6.410706996917725
bert.encoder.layer.10.attention.self.query.bias,6.375714302062988
bert.encoder.layer.9.intermediate.dense.bias,6.362957000732422
bert.encoder.layer.3.intermediate.dense.bias,6.232129096984863
bert.encoder.layer.1.intermediate.dense.bias,6.173766613006592
bert.encoder.layer.10.intermediate.dense.bias,6.15751314163208
bert.encoder.layer.8.intermediate.dense.bias,6.143529891967773
bert.encoder.layer.11.attention.self.query.bias,6.072112560272217
bert.encoder.layer.1.attention.output.LayerNorm.bias,5.383924007415772
bert.encoder.layer.9.attention.self.query.bias,5.314029693603516
bert.encoder.layer.11.intermediate.dense.bias,5.158768653869629
bert.encoder.layer.1.attention.self.query.bias,5.02367115020752
bert.encoder.layer.2.attention.output.LayerNorm.bias,4.892145156860352
bert.encoder.layer.8.attention.self.query.bias,4.838150024414063
bert.encoder.layer.3.attention.output.LayerNorm.bias,4.431834697723389
bert.encoder.layer.4.attention.self.query.bias,4.093956470489502
bert.encoder.layer.7.attention.output.LayerNorm.bias,4.049361705780029
bert.encoder.layer.4.attention.output.LayerNorm.bias,4.025489330291748
bert.encoder.layer.7.attention.self.query.bias,4.019587516784668
bert.encoder.layer.6.attention.output.LayerNorm.bias,3.941741466522217
bert.encoder.layer.3.attention.self.query.bias,3.818604469299317
bert.encoder.layer.5.attention.output.LayerNorm.bias,3.815486192703247
bert.encoder.layer.9.attention.output.LayerNorm.bias,3.780472755432129
bert.encoder.layer.10.attention.output.LayerNorm.bias,3.6483137607574463
bert.encoder.layer.8.attention.output.LayerNorm.bias,3.613192319869995
bert.encoder.layer.2.attention.self.query.bias,3.5895445346832275
bert.encoder.layer.6.attention.self.query.bias,3.550776720046997
bert.encoder.layer.5.attention.self.query.bias,3.4923222064971924
bert.encoder.layer.11.attention.output.LayerNorm.bias,3.1536147594451904
bert.encoder.layer.0.output.LayerNorm.bias,2.91160249710083
bert.encoder.layer.10.output.dense.bias,2.8406758308410645
cls.predictions.transform.dense.bias,2.7115297317504883
bert.encoder.layer.1.output.LayerNorm.bias,2.563971281051636
bert.encoder.layer.2.attention.output.dense.bias,2.4776835441589355
bert.encoder.layer.8.output.dense.bias,2.401286125183105
bert.encoder.layer.7.output.dense.bias,2.2599213123321533
bert.encoder.layer.2.output.LayerNorm.bias,2.242781400680542
bert.encoder.layer.0.output.dense.bias,2.22243881225586
bert.encoder.layer.9.output.dense.bias,2.2186625003814697
bert.encoder.layer.10.output.LayerNorm.bias,2.1940083503723145
bert.encoder.layer.3.output.dense.bias,2.0276124477386475
bert.encoder.layer.7.output.LayerNorm.bias,2.016795873641968
bert.encoder.layer.3.attention.output.dense.bias,1.995418190956116
bert.embeddings.LayerNorm.bias,1.994493007659912
bert.encoder.layer.6.output.LayerNorm.bias,1.983389377593994
bert.encoder.layer.2.output.dense.bias,1.9822957515716555
bert.encoder.layer.8.output.LayerNorm.bias,1.9620100259780884
bert.encoder.layer.6.output.dense.bias,1.9450693130493164
bert.encoder.layer.5.output.LayerNorm.bias,1.8715167045593264
bert.encoder.layer.9.output.LayerNorm.bias,1.810805439949036
bert.encoder.layer.8.attention.output.dense.bias,1.7691341638565063
bert.encoder.layer.7.attention.output.dense.bias,1.738450527191162
bert.encoder.layer.3.output.LayerNorm.bias,1.7164311408996582
bert.encoder.layer.9.attention.output.dense.bias,1.7025222778320312
bert.encoder.layer.1.output.dense.bias,1.6785327196121216
bert.encoder.layer.1.attention.output.dense.bias,1.6725172996520996
bert.encoder.layer.4.output.LayerNorm.bias,1.650560736656189
bert.encoder.layer.5.output.dense.bias,1.6014578342437744
bert.encoder.layer.2.attention.self.value.bias,1.5981653928756714
bert.encoder.layer.11.output.dense.bias,1.5899194478988647
bert.encoder.layer.4.output.dense.bias,1.4945776462554932
bert.encoder.layer.11.output.LayerNorm.bias,1.4713053703308103
bert.encoder.layer.10.attention.output.dense.bias,1.4604945182800293
bert.encoder.layer.6.attention.output.dense.bias,1.398823380470276
bert.embeddings.token_type_embeddings,1.315132737159729
bert.encoder.layer.8.attention.self.value.bias,1.2271746397018433
bert.encoder.layer.5.attention.output.dense.bias,1.2097547054290771
bert.encoder.layer.1.attention.self.value.bias,1.1612863540649414
bert.encoder.layer.4.attention.output.dense.bias,1.151184320449829
bert.encoder.layer.7.attention.self.value.bias,1.1465861797332764
bert.encoder.layer.0.attention.self.value.bias,1.128749966621399
bert.encoder.layer.9.attention.self.value.bias,1.0533926486968994
bert.encoder.layer.11.attention.output.dense.bias,1.0460562705993652
bert.encoder.layer.0.attention.output.dense.bias,0.983100175857544
bert.encoder.layer.6.attention.self.value.bias,0.9784855246543884
bert.encoder.layer.3.attention.self.value.bias,0.9066436290740968
bert.encoder.layer.10.attention.self.value.bias,0.7817604541778564
bert.encoder.layer.5.attention.self.value.bias,0.758588433265686
bert.encoder.layer.4.attention.self.value.bias,0.7426060438156128
bert.encoder.layer.11.attention.self.value.bias,0.5609577298164368
bert.encoder.layer.8.attention.self.key.bias,0.1844838708639145
bert.encoder.layer.9.attention.self.key.bias,0.1836594045162201
bert.encoder.layer.10.attention.self.key.bias,0.1761304438114166
bert.encoder.layer.5.attention.self.key.bias,0.1655477732419967
bert.encoder.layer.7.attention.self.key.bias,0.1497029364109039
bert.encoder.layer.6.attention.self.key.bias,0.1479997932910919
bert.encoder.layer.11.attention.self.key.bias,0.1464237719774246
bert.encoder.layer.1.attention.self.key.bias,0.1419711112976074
bert.encoder.layer.4.attention.self.key.bias,0.1336588412523269
bert.encoder.layer.3.attention.self.key.bias,0.1328104883432388
bert.encoder.layer.2.attention.self.key.bias,0.1163704246282577
bert.encoder.layer.0.attention.self.key.bias,0.0886949375271797
