feature,predicted_rank
transformer.h.17.ln_2.bias,1
transformer.h.16.ln_2.bias,1
transformer.h.13.ln_2.bias,1
transformer.h.3.ln_1.bias,1
transformer.h.20.ln_2.bias,1
transformer.h.18.ln_2.bias,1
transformer.h.19.ln_2.bias,1
transformer.h.1.ln_2.bias,1
transformer.h.4.ln_2.bias,1
transformer.h.11.ln_2.bias,1
transformer.h.3.ln_2.bias,1
transformer.h.21.ln_2.bias,1
transformer.h.22.ln_2.bias,1
transformer.h.10.ln_2.bias,1
transformer.h.9.ln_2.bias,1
transformer.h.7.ln_2.bias,1
transformer.h.6.ln_2.bias,1
transformer.h.2.ln_2.bias,1
transformer.h.2.ln_1.bias,1
transformer.h.5.ln_2.bias,1
transformer.h.8.ln_2.bias,1
transformer.h.0.attn.c_proj.bias,0
transformer.h.0.ln_1.bias,1
